sustained_wind_kmh,pressure_hpa,distance_to_coast_km,historical_cyclone_density,cyclone_season,label
46.3,1001.6,379.0,0.0,1,0
98.2,997.0,111.0,0.165,1,1
46.3,1001.6,39.0,0.0,1,0
101.9,996.0,59.0,0.248,1,1
70.4,993.6,452.0,0.0,1,1
129.6,994.0,60.0,0.0,1,2
101.9,1000.0,227.0,0.0,1,1
74.1,1000.0,0.0,0.0,1,1
101.9,1000.0,191.0,0.083,1,1
101.9,1000.0,109.0,0.083,1,1
101.9,998.0,138.0,0.083,1,1
83.3,1000.0,55.0,0.083,1,1
92.6,1006.0,231.0,0.0,1,1
64.8,1000.0,0.0,0.0,1,1
111.1,986.0,817.0,0.33,1,1
157.4,970.0,493.0,0.743,1,2
222.2,954.0,314.0,0.578,1,2
231.5,954.0,314.0,0.743,1,2
185.2,972.0,137.0,0.495,1,2
55.6,998.5,0.0,0.0,1,0
42.6,1002.9,465.0,0.0,1,0
64.8,995.4,279.0,0.0,1,1
88.9,987.4,327.0,0.0,1,1
92.6,986.1,318.0,0.082,1,1
64.8,995.4,334.0,0.0,1,1
37.0,1004.8,451.0,0.0,1,0
46.3,1001.6,689.0,0.082,1,0
51.9,999.8,838.0,0.082,1,0
70.4,993.6,994.0,0.0,1,1
74.1,992.3,1040.0,0.082,1,1
83.3,989.2,758.0,0.0,1,1
92.6,986.1,337.0,0.0,1,1
92.6,986.1,113.0,0.082,1,1
46.3,1001.6,503.0,0.0,1,0
55.6,998.5,314.0,0.076,1,0
55.6,998.5,220.0,0.076,1,0
46.3,1001.6,44.0,0.076,1,0
46.3,1000.0,158.0,0.0,1,0
37.0,1004.8,0.0,0.076,1,0
46.3,1000.0,44.0,0.076,1,0
42.6,1002.9,476.0,0.076,1,0
27.8,1002.0,32.0,0.076,1,0
51.9,999.8,757.0,0.076,1,0
79.6,990.5,816.0,0.076,1,1
61.1,1001.0,820.0,0.076,1,0
83.3,989.2,766.0,0.229,1,1
125.9,1000.0,564.0,0.0,1,2
148.2,986.0,486.0,0.153,1,2
120.4,998.0,192.0,0.076,1,2
46.3,1008.0,78.0,0.153,1,0
37.0,1004.8,275.0,0.152,1,0
37.0,1004.8,197.0,0.0,1,0
42.6,1002.9,246.0,0.0,1,0
55.6,998.5,535.0,0.0,1,0
64.8,1002.0,655.0,0.076,1,1
37.0,1004.8,1527.0,0.0,1,0
98.2,995.0,336.0,0.304,1,1
42.6,1002.9,1226.0,0.0,1,0
138.9,982.0,114.0,0.304,1,2
55.6,1004.0,1070.0,0.0,1,0
129.6,976.0,76.0,0.38,1,2
79.6,990.5,1192.0,0.0,1,1
55.6,998.5,0.0,0.0,1,0
111.1,980.0,1039.0,0.0,1,1
111.1,980.0,923.0,0.0,1,1
125.9,975.0,653.0,0.0,1,2
153.7,965.7,492.0,0.076,1,2
222.2,955.0,163.0,0.076,1,2
194.5,970.0,0.0,0.0,1,2
92.6,994.0,69.0,0.0,1,1
55.6,996.0,195.0,0.076,1,0
74.1,996.0,380.0,0.076,1,1
64.8,996.0,212.0,0.152,1,1
55.6,1004.0,179.0,0.0,1,0
46.3,1008.0,0.0,0.0,1,0
55.6,1006.0,125.0,0.379,1,0
46.3,1008.0,65.0,0.455,1,0
27.8,1007.9,92.0,0.0,0,0
33.3,1006.0,276.0,0.0,0,0
42.6,1002.9,534.0,0.0,0,0
46.3,1001.6,566.0,0.0,0,0
64.8,995.4,567.0,0.149,0,1
74.1,992.3,517.0,0.149,0,1
64.8,995.4,625.0,0.372,0,1
46.3,1001.6,824.0,0.297,0,0
27.8,1007.9,201.0,0.0,1,0
37.0,1004.8,299.0,0.0,1,0
55.6,998.5,566.0,0.0,1,0
79.6,994.0,701.0,0.295,1,1
129.6,987.0,507.0,0.443,1,2
203.7,957.0,305.0,0.59,1,2
231.5,948.0,139.0,0.664,1,2
92.6,986.1,0.0,0.074,1,1
42.6,992.0,85.0,0.0,1,0
61.1,988.0,358.0,0.293,1,0
83.3,984.0,457.0,0.146,1,1
83.3,988.0,374.0,0.073,1,1
55.6,990.0,151.0,0.073,1,0
33.3,1006.0,31.0,0.072,0,0
51.9,999.8,64.0,0.0,0,0
70.4,993.6,52.0,0.145,0,1
74.1,990.0,90.0,0.145,0,1
46.3,996.0,0.0,0.072,0,0
37.0,1004.8,520.0,0.214,1,0
51.9,1005.0,365.0,0.569,1,0
79.6,989.0,21.0,0.213,1,1
83.3,988.0,0.0,0.356,1,1
27.8,1007.9,778.0,0.0,1,0
42.6,1002.9,960.0,0.071,1,0
55.6,1006.0,1080.0,0.071,1,0
64.8,1002.0,1108.0,0.071,1,1
79.6,998.0,777.0,0.071,1,1
98.2,993.0,502.0,0.071,1,1
101.9,990.0,425.0,0.213,1,1
55.6,996.0,0.0,0.0,1,0
46.3,998.0,65.0,0.412,1,0
55.6,996.0,21.0,0.412,1,0
46.3,998.0,140.0,0.549,1,0
55.6,996.0,24.0,0.412,1,0
46.3,998.0,56.0,0.617,1,0
55.6,996.0,15.0,0.754,1,0
55.6,996.0,0.0,0.206,1,0
18.5,1011.0,526.0,0.067,0,0
33.3,1006.0,503.0,0.202,0,0
37.0,1004.8,503.0,0.202,0,0
37.0,1004.8,482.0,0.135,0,0
51.9,999.8,491.0,0.134,0,0
70.4,993.6,293.0,0.202,0,1
116.7,978.1,59.0,0.134,0,1
120.4,980.0,23.0,0.202,0,2
120.4,980.0,107.0,0.202,0,2
92.6,992.0,0.0,0.134,0,1
37.0,1004.8,0.0,0.067,0,0
27.8,1007.9,0.0,0.0,0,0
37.0,1004.8,0.0,0.0,0,0
55.6,998.5,176.0,0.603,0,0
55.6,998.5,198.0,0.737,0,0
83.3,998.0,35.0,0.469,0,1
74.1,992.3,0.0,0.402,0,1
46.3,1001.6,0.0,0.0,0,0
27.8,1007.9,0.0,0.0,0,0
27.8,1007.9,0.0,0.0,0,0
46.3,1000.0,15.0,0.602,0,0
46.3,1001.6,191.0,0.2,1,0
79.6,1007.0,422.0,0.2,1,1
92.6,1004.0,475.0,0.533,1,1
83.3,1000.0,486.0,0.333,1,1
74.1,1000.0,489.0,0.333,1,1
64.8,1000.0,495.0,0.0,1,1
55.6,1002.0,535.0,0.266,1,0
46.3,1001.6,262.0,0.0,1,0
27.8,1007.9,1113.0,0.0,1,0
27.8,1007.9,1143.0,0.0,1,0
27.8,1007.9,1298.0,0.067,1,0
27.8,1007.9,1242.0,0.0,1,0
33.3,1006.0,361.0,0.067,1,0
64.8,1004.0,15.0,0.067,1,1
79.6,990.5,444.0,0.067,1,1
116.7,978.1,97.0,0.133,1,1
120.4,985.0,43.0,0.199,1,2
55.6,1004.0,0.0,0.0,1,0
33.3,1006.0,388.0,0.0,1,0
51.9,999.8,616.0,0.265,1,0
88.9,996.0,722.0,0.265,1,1
129.6,984.0,177.0,0.531,1,2
129.6,984.0,59.0,0.398,1,2
46.3,1001.6,0.0,0.0,1,0
37.0,1004.8,25.0,0.0,1,0
37.0,1004.8,33.0,0.0,1,0
37.0,1004.8,144.0,0.0,1,0
46.3,1001.6,494.0,0.0,1,0
92.6,994.0,589.0,0.132,1,1
157.4,980.0,513.0,0.331,1,2
194.5,960.0,365.0,0.463,1,2
166.7,970.0,257.0,0.86,1,2
46.3,1001.6,492.0,0.0,1,0
46.3,1001.6,575.0,0.0,1,0
46.3,1001.6,651.0,0.386,1,0
46.3,1001.6,544.0,0.385,1,0
46.3,1001.6,593.0,0.385,1,0
55.6,998.5,330.0,0.578,1,0
74.1,1000.0,164.0,0.835,1,1
74.1,1000.0,0.0,0.064,1,1
42.6,1002.9,420.0,0.128,1,0
70.4,993.6,143.0,0.0,1,1
74.1,992.3,104.0,0.128,1,1
42.6,1002.9,635.0,0.128,1,0
55.6,998.5,0.0,0.0,1,0
79.6,998.0,463.0,0.383,1,1
83.3,998.0,404.0,0.447,1,1
83.3,994.0,97.0,0.765,1,1
83.3,994.0,54.0,0.319,1,1
37.0,1004.8,159.0,0.191,1,0
83.3,992.0,30.0,0.383,1,1
46.3,1001.6,170.0,0.128,1,0
64.8,995.4,0.0,0.128,1,1
70.4,986.0,267.0,0.064,1,1
46.3,1001.6,0.0,0.127,1,0
120.4,976.0,35.0,0.064,1,2
111.1,972.0,0.0,0.127,1,1
55.6,998.5,0.0,0.0,1,0
46.3,1001.6,0.0,0.0,1,0
46.3,1001.6,0.0,0.0,1,0
37.0,1004.8,0.0,0.0,1,0
37.0,1004.8,0.0,0.0,1,0
27.8,1007.9,0.0,0.0,1,0
46.3,1002.0,139.0,0.313,1,0
27.8,1007.9,550.0,0.0,1,0
27.8,1007.9,656.0,0.25,1,0
37.0,1004.8,259.0,0.437,1,0
37.0,1004.8,153.0,0.624,1,0
27.8,1007.9,0.0,0.437,1,0
27.8,1007.9,0.0,0.0,1,0
37.0,1004.8,162.0,0.187,1,0
51.9,999.8,454.0,0.187,1,0
42.6,1002.9,469.0,0.0,1,0
88.9,1000.0,430.0,0.125,1,1
46.3,1001.6,494.0,0.0,1,0
120.4,996.0,304.0,0.312,1,2
46.3,1001.6,603.0,0.125,1,0
111.1,996.0,280.0,0.374,1,1
46.3,1001.6,701.0,0.312,1,0
27.8,1007.9,99.0,0.0,1,0
92.6,996.0,133.0,0.187,1,1
64.8,995.4,643.0,0.187,1,1
27.8,1007.9,24.0,0.0,1,0
61.1,1002.0,185.0,0.312,1,0
83.3,989.2,472.0,0.374,1,1
33.3,1006.0,396.0,0.0,1,0
83.3,1002.0,434.0,0.561,1,1
83.3,989.2,385.0,0.499,1,1
55.6,998.5,247.0,0.0,1,0
64.8,995.4,630.0,0.187,1,1
83.3,998.0,228.0,0.187,1,1
46.3,1001.6,184.0,0.0,1,0
64.8,995.4,913.0,0.062,1,1
55.6,998.5,0.0,0.062,1,0
46.3,1001.6,188.0,0.0,1,0
64.8,995.4,650.0,0.0,1,1
46.3,1001.6,154.0,0.0,1,0
55.6,998.5,258.0,0.0,1,0
46.3,1001.6,141.0,0.0,1,0
46.3,1001.6,64.0,0.0,1,0
27.8,1007.9,53.0,0.0,1,0
37.0,1004.8,202.0,0.125,1,0
33.3,1006.0,267.0,0.0,1,0
51.9,999.8,530.0,0.498,1,0
101.9,1002.0,393.0,0.622,1,1
172.2,992.0,219.0,0.498,1,2
213.0,988.0,105.0,0.435,1,2
37.0,1004.8,127.0,0.062,1,0
148.2,967.5,0.0,0.249,1,2
51.9,999.8,95.0,0.124,1,0
55.6,1002.0,53.0,0.124,1,0
64.8,995.4,301.0,0.187,1,1
83.3,996.0,305.0,0.249,1,1
83.3,996.0,321.0,0.124,1,1
83.3,992.0,92.0,0.062,1,1
70.4,993.6,449.0,0.0,1,1
74.1,998.0,521.0,0.124,1,1
64.8,1008.0,246.0,0.248,1,1
55.6,1008.0,103.0,0.062,1,0
46.3,1001.6,102.0,0.0,1,0
46.3,1001.6,76.0,0.124,1,0
42.6,1002.9,638.0,0.0,1,0
51.9,999.8,596.0,0.186,1,0
79.6,1004.0,478.0,0.372,1,1
83.3,1004.0,469.0,0.434,1,1
101.9,1004.0,579.0,0.434,1,1
101.9,1004.0,586.0,0.372,1,1
98.2,994.0,433.0,0.743,1,1
111.1,992.0,328.0,0.557,1,1
138.9,984.0,139.0,0.31,1,2
138.9,992.0,132.0,0.433,1,2
101.9,994.0,97.0,0.867,1,1
55.6,998.5,0.0,0.062,1,0
33.3,1006.0,433.0,0.0,1,0
70.4,993.6,523.0,0.0,1,1
92.6,1000.0,594.0,0.06,1,1
116.7,999.0,599.0,0.362,1,1
157.4,986.0,377.0,0.241,1,2
200.0,971.0,218.0,0.663,1,2
213.0,964.0,103.0,0.783,1,2
120.4,976.8,0.0,0.0,1,2
55.6,986.0,11.0,0.239,1,0
55.6,985.0,0.0,0.419,1,0
46.3,1006.0,67.0,0.238,0,0
55.6,1002.0,56.0,0.595,0,0
46.3,988.0,165.0,0.892,0,0
55.6,986.0,0.0,0.416,0,0
55.6,990.0,15.0,0.712,0,0
46.3,994.0,84.0,0.652,0,0
27.8,1007.9,324.0,0.413,0,0
33.3,1006.0,346.0,0.354,0,0
46.3,1001.6,297.0,0.354,0,0
46.3,1001.6,273.0,0.354,0,0
51.9,998.0,55.0,0.59,0,0
64.8,996.0,54.0,0.531,0,1
92.6,994.0,109.0,0.354,0,1
120.4,984.0,15.0,0.472,0,2
120.4,976.8,0.0,0.236,0,2
27.8,1007.9,874.0,0.0,1,0
27.8,1007.9,983.0,0.0,1,0
27.8,1007.9,740.0,0.059,1,0
27.8,1007.9,456.0,0.059,1,0
27.8,1007.9,137.0,0.059,1,0
33.3,1006.0,94.0,0.0,1,0
70.4,993.6,299.0,0.0,1,1
101.9,992.0,269.0,0.059,1,1
120.4,985.0,131.0,0.0,1,2
27.8,1007.9,11.0,0.176,1,0
120.4,990.0,125.0,0.117,1,2
27.8,1007.9,0.0,0.234,1,0
88.9,1004.0,212.0,0.0,1,1
27.8,1007.9,0.0,0.0,1,0
27.8,1007.9,853.0,0.0,1,0
92.6,1004.0,202.0,0.059,1,1
37.0,1004.8,0.0,0.0,1,0
27.8,1007.9,974.0,0.0,1,0
120.4,1004.0,275.0,0.0,1,2
37.0,1004.8,0.0,0.0,1,0
33.3,1006.0,770.0,0.059,1,0
120.4,1004.0,282.0,0.117,1,2
37.0,1004.8,24.0,0.293,1,0
61.1,996.7,314.0,0.0,1,0
101.9,1004.0,357.0,0.351,1,1
46.3,1001.6,21.0,0.059,1,0
64.8,995.4,286.0,0.0,1,1
64.8,1005.0,414.0,0.41,1,1
55.6,998.5,486.0,0.059,1,0
64.8,995.4,0.0,0.0,1,1
88.9,1007.0,750.0,0.059,1,1
37.0,1004.8,0.0,0.059,1,0
101.9,1007.0,895.0,0.117,1,1
101.9,1005.0,937.0,0.117,1,1
74.1,1005.0,773.0,0.0,1,1
55.6,998.5,635.0,0.058,1,0
37.0,1004.8,496.0,0.0,1,0
37.0,1004.8,533.0,0.227,1,0
46.3,1001.6,55.0,0.284,1,0
46.3,1001.6,43.0,0.341,1,0
46.3,1001.6,505.0,0.625,1,0
70.4,992.0,352.0,0.739,1,1
120.4,973.0,73.0,0.625,1,2
129.6,972.0,42.0,0.625,1,2
61.1,996.7,651.0,0.113,1,0
64.8,995.4,640.0,0.113,1,1
55.6,998.5,489.0,0.057,1,0
64.8,995.4,177.0,0.057,1,1
64.8,995.4,195.0,0.113,1,1
64.8,995.4,299.0,0.057,1,1
61.1,996.7,541.0,0.057,1,0
98.2,996.0,584.0,0.113,1,1
135.2,990.0,614.0,0.0,1,2
172.2,970.0,514.0,0.453,1,2
185.2,970.0,368.0,0.34,1,2
194.5,958.0,60.0,0.057,1,2
55.6,995.0,207.0,0.453,1,0
55.6,995.0,130.0,0.509,1,0
46.3,1001.6,399.0,0.39,0,0
61.1,996.7,534.0,0.167,0,0
64.8,995.4,565.0,0.167,0,1
55.6,998.5,578.0,0.056,1,0
46.3,1002.0,536.0,0.167,1,0
51.9,1001.0,711.0,0.222,1,0
55.6,1000.0,731.0,0.222,1,0
55.6,1000.0,841.0,0.222,1,0
46.3,1002.0,682.0,0.167,1,0
55.6,998.0,762.0,0.167,1,0
55.6,998.0,844.0,0.167,1,0
55.6,1000.0,95.0,0.444,1,0
46.3,1002.0,665.0,0.222,1,0
55.6,1000.0,95.0,0.444,1,0
55.6,996.0,742.0,0.111,1,0
64.8,996.0,696.0,0.167,1,1
64.8,998.0,115.0,0.278,1,1
46.3,1001.6,0.0,0.111,1,0
46.3,1002.0,717.0,0.333,1,0
55.6,1002.0,646.0,0.332,1,0
55.6,1002.0,529.0,0.554,1,0
55.6,1004.0,294.0,0.332,1,0
64.8,995.4,653.0,0.332,1,1
129.6,992.0,304.0,0.332,1,2
157.4,964.4,0.0,0.442,1,2
92.6,986.1,0.0,0.0,1,1
46.3,1001.6,125.0,0.11,1,0
46.3,1001.6,0.0,0.11,1,0
46.3,1001.6,328.0,0.0,1,0
55.6,1002.0,555.0,0.442,1,0
101.9,998.0,563.0,0.607,1,1
129.6,984.0,115.0,0.662,1,2
138.9,984.0,115.0,0.662,1,2
64.8,995.4,0.0,0.276,1,1
42.6,1002.9,396.0,0.0,1,0
55.6,996.0,337.0,0.11,1,0
64.8,998.0,95.0,0.055,1,1
64.8,998.0,68.0,0.055,1,1
42.6,1002.9,466.0,0.055,1,0
64.8,1004.0,123.0,0.11,1,1
61.1,996.7,707.0,0.0,1,0
37.0,1004.8,0.0,0.0,1,0
98.2,1000.0,774.0,0.165,1,1
111.1,998.0,754.0,0.275,1,1
120.4,993.0,682.0,0.11,1,2
83.3,993.0,596.0,0.11,1,1
64.8,995.4,120.0,0.165,1,1
46.3,1001.6,462.0,0.0,0,0
46.3,1001.6,535.0,0.055,0,0
46.3,1001.6,738.0,0.055,0,0
64.8,1006.0,454.0,0.218,0,1
74.1,1002.0,541.0,0.218,0,1
64.8,995.4,434.0,0.437,0,1
51.9,999.8,255.0,0.108,1,0
74.1,998.0,345.0,0.161,1,1
166.7,984.0,502.0,0.484,1,2
200.0,948.0,304.0,0.108,1,2
203.7,948.0,260.0,0.108,1,2
203.7,946.0,67.0,0.054,1,2
166.7,961.3,0.0,0.0,1,2
46.3,1001.6,252.0,0.59,1,0
46.3,1001.6,267.0,0.643,1,0
64.8,995.4,55.0,0.429,1,1
46.3,1001.6,0.0,0.161,1,0
55.6,992.0,138.0,0.375,1,0
46.3,990.0,0.0,0.266,0,0
46.3,992.0,0.0,0.213,0,0
37.0,992.0,67.0,0.425,0,0
37.0,992.0,0.0,0.319,0,0
37.0,992.0,0.0,0.106,0,0
37.0,992.0,0.0,0.0,0,0
83.3,1002.0,516.0,0.684,1,1
185.2,992.0,176.0,0.316,1,2
222.2,988.0,169.0,0.473,1,2
166.7,961.3,0.0,0.105,1,2
55.6,1002.0,155.0,0.0,1,0
107.4,998.0,164.0,0.105,1,1
181.5,986.0,463.0,0.473,1,2
259.3,912.0,115.0,0.735,1,2
259.3,912.0,68.0,0.84,1,2
148.2,967.5,0.0,0.525,1,2
74.1,992.3,0.0,0.577,1,1
55.6,998.5,74.0,0.525,1,0
46.3,1001.6,239.0,0.472,1,0
27.8,1007.9,174.0,0.525,1,0
27.8,1007.9,141.0,0.052,1,0
46.3,1001.6,256.0,0.261,1,0
55.6,998.5,221.0,0.261,1,0
51.9,999.8,179.0,0.104,1,0
55.6,998.5,171.0,0.052,1,0
46.3,1001.6,55.0,0.104,1,0
37.0,1004.8,31.0,0.0,1,0
46.3,998.0,705.0,0.104,1,0
46.3,998.0,587.0,0.209,1,0
46.3,998.0,444.0,0.47,1,0
46.3,1004.0,613.0,0.103,0,0
46.3,1004.0,811.0,0.103,0,0
83.3,1000.0,516.0,0.616,0,1
83.3,998.0,516.0,0.668,0,1
46.3,994.0,121.0,0.654,0,0
46.3,996.0,0.0,0.0,0,0
46.3,1001.6,576.0,0.7,1,0
55.6,1001.0,487.0,0.65,1,0
64.8,1000.0,480.0,0.649,1,1
64.8,998.0,374.0,0.649,1,1
55.6,998.0,258.0,0.35,1,0
46.3,1003.0,186.0,0.4,1,0
46.3,1002.0,298.0,0.0,1,0
55.6,1002.0,504.0,0.649,1,0
64.8,998.0,134.0,0.648,1,1
64.8,998.0,0.0,0.249,1,1
46.3,1001.6,0.0,0.05,1,0
64.8,1004.0,752.0,0.149,1,1
98.2,998.0,438.0,0.497,1,1
120.4,978.0,225.0,0.397,1,2
120.4,968.0,114.0,0.397,1,2
83.3,1001.0,0.0,0.0,1,1
55.6,998.5,49.0,0.099,1,0
55.6,998.5,300.0,0.149,1,0
64.8,995.4,884.0,0.248,1,1
55.6,998.5,964.0,0.199,1,0
46.3,1001.6,549.0,0.05,1,0
46.3,1001.6,433.0,0.198,1,0
55.6,1006.0,439.0,0.049,1,0
70.4,1004.0,203.0,0.198,1,1
107.4,990.0,133.0,0.247,1,1
120.4,970.0,0.0,0.099,1,2
111.1,984.0,0.0,0.049,1,1
74.1,1004.0,0.0,0.049,1,1
74.1,994.0,442.0,0.243,1,1
135.2,970.0,252.0,0.146,1,2
181.5,952.0,352.0,0.34,1,2
203.7,927.0,438.0,0.436,1,2
166.7,944.0,520.0,0.436,1,2
120.4,972.0,498.0,0.582,1,2
92.6,987.0,423.0,0.533,1,1
74.1,994.0,281.0,0.291,1,1
101.9,997.0,0.0,0.097,1,1
46.3,990.0,84.0,0.822,1,0
46.3,994.0,0.0,0.339,1,0
51.9,1002.0,448.0,0.62,0,0
55.6,1000.0,444.0,0.716,0,0
64.8,997.0,505.0,0.525,0,1
64.8,997.0,594.0,0.143,0,1
37.0,1004.0,373.0,0.095,0,0
46.3,1002.0,229.0,0.286,1,0
64.8,997.0,318.0,0.381,1,1
55.6,1000.0,384.0,0.571,1,0
46.3,1002.0,435.0,0.476,1,0
37.0,1004.0,472.0,0.19,1,0
37.0,1004.0,426.0,0.095,1,0
46.3,1000.0,392.0,0.571,1,0
64.8,998.0,75.0,0.714,1,1
64.8,1000.0,0.0,0.476,1,1
46.3,1002.0,373.0,0.474,1,0
55.6,1000.0,194.0,0.427,1,0
55.6,1000.0,168.0,0.379,1,0
55.6,1000.0,241.0,0.522,1,0
92.6,987.0,122.0,0.0,1,1
120.4,976.0,100.0,0.047,1,2
55.6,1000.0,35.0,0.0,1,0
46.3,1002.0,40.0,0.0,1,0
64.8,1000.0,385.0,0.0,1,1
64.8,997.0,450.0,0.047,1,1
46.3,1002.0,615.0,0.0,0,0
46.3,1002.0,904.0,0.0,1,0
64.8,997.0,983.0,0.139,1,1
74.1,994.0,999.0,0.185,1,1
70.4,996.0,554.0,0.093,1,1
83.3,991.0,411.0,0.0,1,1
55.6,1000.0,351.0,0.046,1,0
83.3,991.0,130.0,0.0,1,1
64.8,997.0,330.0,0.0,1,1
83.3,991.0,261.0,0.093,1,1
64.8,997.0,10.0,0.046,1,1
46.3,1002.0,129.0,0.499,1,0
46.3,1004.0,131.0,0.499,1,0
46.3,1002.0,265.0,0.408,1,0
51.9,1001.0,270.0,0.272,1,0
64.8,997.0,272.0,0.453,1,1
101.9,984.0,53.0,0.634,1,1
46.3,1002.0,799.0,0.136,1,0
83.3,991.0,764.0,0.362,1,1
83.3,991.0,713.0,0.316,1,1
64.8,997.0,547.0,0.542,1,1
64.8,1002.0,477.0,0.497,1,1
64.8,1002.0,451.0,0.633,1,1
46.3,1008.0,330.0,0.316,1,0
46.3,1006.0,422.0,0.09,1,0
55.6,1000.0,214.0,0.0,1,0
64.8,997.0,124.0,0.0,1,1
64.8,997.0,115.0,0.09,1,1
64.8,997.0,265.0,0.0,1,1
37.0,1004.0,447.0,0.089,1,0
46.3,1002.0,481.0,0.089,1,0
74.1,994.0,771.0,0.044,1,1
111.1,980.0,631.0,0.089,1,1
111.1,980.0,586.0,0.177,1,1
101.9,984.0,634.0,0.31,1,1
83.3,991.0,480.0,0.575,1,1
70.4,996.0,494.0,0.62,1,1
83.3,991.0,522.0,0.531,1,1
74.1,994.0,593.0,0.62,1,1
61.1,999.0,205.0,0.133,1,0
83.3,991.0,121.0,0.133,1,1
55.6,988.0,23.0,0.483,0,0
55.6,990.0,0.0,0.132,0,0
46.3,992.0,0.0,0.044,0,0
46.3,994.0,0.0,0.0,0,0
46.3,996.0,123.0,0.656,0,0
46.3,996.0,0.0,0.306,0,0
46.3,998.0,149.0,0.609,1,0
46.3,998.0,0.0,0.13,1,0
46.3,998.0,0.0,0.043,1,0
46.3,1000.0,0.0,0.043,1,0
46.3,1002.0,153.0,0.13,1,0
55.6,1000.0,173.0,0.043,1,0
46.3,1002.0,174.0,0.087,1,0
46.3,1002.0,134.0,0.043,1,0
46.3,1002.0,0.0,0.0,1,0
61.1,999.0,443.0,0.217,1,0
64.8,997.0,489.0,0.477,1,1
64.8,997.0,113.0,0.521,1,1
27.8,1006.0,958.0,0.0,1,0
33.3,1005.0,1073.0,0.0,1,0
92.6,988.0,839.0,0.0,1,1
135.2,970.0,762.0,0.043,1,2
148.2,963.0,673.0,0.043,1,2
74.1,994.0,554.0,0.043,1,1
55.6,1000.0,455.0,0.043,1,0
55.6,1000.0,348.0,0.0,1,0
46.3,1002.0,475.0,0.0,1,0
46.3,1002.0,398.0,0.086,1,0
55.6,1000.0,695.0,0.086,1,0
64.8,997.0,589.0,0.173,1,1
88.9,989.0,238.0,0.302,1,1
101.9,984.0,140.0,0.561,1,1
64.8,997.0,0.0,0.216,1,1
55.6,1000.0,186.0,0.212,1,0
64.8,997.0,244.0,0.17,1,1
79.6,993.0,225.0,0.212,1,1
83.3,991.0,229.0,0.212,1,1
83.3,991.0,130.0,0.085,1,1
83.3,990.0,335.0,0.424,1,1
64.8,996.0,259.0,0.212,1,1
27.8,1006.0,500.0,0.636,1,0
46.3,1002.0,235.0,0.17,1,0
61.1,999.0,359.0,0.509,1,0
64.8,997.0,344.0,0.551,1,1
111.1,980.0,177.0,0.466,1,1
120.4,976.0,104.0,0.466,1,2
55.6,996.0,559.0,0.507,1,0
55.6,996.0,557.0,0.296,1,0
46.3,998.0,453.0,0.676,1,0
55.6,994.0,557.0,0.296,1,0
55.6,996.0,284.0,0.253,1,0
46.3,996.0,629.0,0.211,1,0
55.6,992.0,15.0,0.422,1,0
55.6,992.0,0.0,0.0,1,0
46.3,996.0,0.0,0.125,0,0
46.3,1000.0,0.0,0.042,0,0
46.3,998.0,0.0,0.209,0,0
46.3,1002.0,0.0,0.209,0,0
51.9,1001.0,452.0,0.542,0,0
64.8,997.0,326.0,0.125,1,1
64.8,997.0,269.0,0.209,1,1
46.3,1006.0,705.0,0.334,1,0
55.6,1000.0,20.0,0.125,1,0
46.3,1006.0,452.0,0.584,1,0
46.3,1002.0,145.0,0.125,1,0
46.3,1006.0,0.0,0.292,1,0
46.3,1002.0,243.0,0.292,1,0
46.3,1002.0,386.0,0.584,1,0
46.3,1002.0,398.0,0.625,1,0
46.3,1006.0,0.0,0.167,1,0
46.3,1002.0,325.0,0.5,1,0
46.3,1004.0,0.0,0.083,1,0
46.3,1002.0,203.0,0.333,1,0
46.3,1002.0,0.0,0.167,1,0
37.0,1004.0,853.0,0.0,1,0
46.3,1002.0,916.0,0.249,1,0
51.9,1001.0,753.0,0.166,1,0
64.8,997.0,773.0,0.166,1,1
74.1,994.0,848.0,0.166,1,1
64.8,997.0,734.0,0.083,1,1
64.8,997.0,431.0,0.083,1,1
46.3,1002.0,48.0,0.0,1,0
46.3,1002.0,771.0,0.0,1,0
64.8,997.0,366.0,0.042,1,1
70.4,996.0,108.0,0.083,1,1
107.4,982.0,55.0,0.083,1,1
181.5,946.0,169.0,0.207,1,2
213.0,927.0,187.0,0.166,1,2
194.5,938.0,156.0,0.29,1,2
138.9,967.0,10.0,0.041,1,2
166.7,954.0,462.0,0.0,1,2
157.4,958.0,473.0,0.083,1,2
120.4,976.0,324.0,0.207,1,2
101.9,984.0,231.0,0.083,1,1
74.1,994.0,123.0,0.041,1,1
46.3,1002.0,32.0,0.083,1,0
61.1,999.0,1197.0,0.0,1,0
101.9,984.0,1388.0,0.0,1,1
120.4,976.0,1450.0,0.0,1,2
120.4,976.0,1113.0,0.0,1,2
111.1,980.0,832.0,0.083,1,1
83.3,991.0,580.0,0.0,1,1
74.1,994.0,361.0,0.124,1,1
55.6,1000.0,153.0,0.083,1,0
46.3,1002.0,0.0,0.0,1,0
37.0,1004.0,433.0,0.041,0,0
55.6,1000.0,339.0,0.082,0,0
46.3,1002.0,238.0,0.124,0,0
46.3,1002.0,158.0,0.206,0,0
37.0,1004.0,616.0,0.0,0,0
42.6,1003.0,742.0,0.0,0,0
55.6,1000.0,645.0,0.0,0,0
64.8,997.0,616.0,0.0,0,1
64.8,997.0,595.0,0.041,0,1
64.8,997.0,581.0,0.082,0,1
46.3,1002.0,466.0,0.082,0,0
46.3,992.0,98.0,0.081,1,0
