sustained_wind_kmh,pressure_hpa,distance_to_coast_km,historical_cyclone_density,cyclone_season,label
46.3,994.0,98.0,0.121,1,0
46.3,990.0,23.0,0.445,1,0
46.3,990.0,0.0,0.081,1,0
46.3,990.0,0.0,0.081,1,0
46.3,990.0,0.0,0.0,1,0
46.3,990.0,0.0,0.0,0,0
46.3,990.0,0.0,0.0,0,0
46.3,990.0,0.0,0.0,0,0
46.3,990.0,0.0,0.0,0,0
46.3,990.0,0.0,0.0,0,0
46.3,992.0,15.0,0.444,0,0
55.6,990.0,15.0,0.444,0,0
55.6,990.0,0.0,0.202,0,0
46.3,992.0,130.0,0.642,0,0
46.3,992.0,0.0,0.0,0,0
46.3,996.0,0.0,0.0,0,0
27.8,1006.0,54.0,0.04,0,0
46.3,996.0,213.0,0.281,0,0
46.3,1000.0,0.0,0.0,0,0
46.3,1002.0,391.0,0.04,0,0
46.3,996.0,212.0,0.241,0,0
46.3,996.0,0.0,0.0,0,0
64.8,997.0,471.0,0.12,0,1
46.3,996.0,169.0,0.12,0,0
88.9,989.0,127.0,0.04,0,1
46.3,1000.0,203.0,0.722,0,0
92.6,987.0,116.0,0.08,0,1
64.8,994.0,56.0,0.601,0,1
64.8,988.0,15.0,0.321,0,1
55.6,1002.0,0.0,0.12,0,0
64.8,997.0,108.0,0.08,0,1
46.3,1004.0,0.0,0.04,0,0
98.2,986.0,100.0,0.12,0,1
101.9,984.0,123.0,0.16,0,1
92.6,987.0,324.0,0.12,0,1
135.2,970.0,243.0,0.2,0,2
166.7,954.0,161.0,0.12,0,2
129.6,972.0,0.0,0.16,0,2
92.6,987.0,45.0,0.08,0,1
51.9,1001.0,113.0,0.521,1,0
74.1,994.0,43.0,0.961,1,1
74.1,994.0,35.0,0.56,1,1
37.0,1004.0,690.0,0.439,1,0
61.1,999.0,325.0,0.319,1,0
64.8,997.0,303.0,0.319,1,1
55.6,1000.0,95.0,0.599,1,0
46.3,1002.0,0.0,0.319,1,0
46.3,1002.0,301.0,0.159,1,0
46.3,1002.0,246.0,0.159,1,0
46.3,1002.0,0.0,0.08,1,0
42.6,1003.0,404.0,0.04,1,0
61.1,999.0,728.0,0.279,1,0
83.3,991.0,739.0,0.159,1,1
83.3,991.0,684.0,0.278,1,1
83.3,991.0,408.0,0.477,1,1
83.3,991.0,404.0,0.557,1,1
64.8,997.0,260.0,0.437,1,1
55.6,1000.0,21.0,0.398,1,0
37.0,1004.0,0.0,0.119,1,0
37.0,1004.0,423.0,0.0,1,0
61.1,999.0,716.0,0.239,1,0
98.2,986.0,778.0,0.318,1,1
101.9,984.0,763.0,0.358,1,1
107.4,982.0,352.0,0.318,1,1
111.1,980.0,307.0,0.358,1,1
101.9,984.0,65.0,0.278,1,1
55.6,1000.0,0.0,0.04,1,0
46.3,1002.0,149.0,0.0,1,0
27.8,1005.0,593.0,0.04,1,0
46.3,1002.0,660.0,0.119,1,0
64.8,997.0,288.0,0.159,1,1
79.6,993.0,214.0,0.397,1,1
83.3,991.0,245.0,0.278,1,1
83.3,991.0,297.0,0.476,1,1
74.1,994.0,377.0,0.556,1,1
64.8,997.0,484.0,0.516,1,1
55.6,1000.0,509.0,0.714,1,0
46.3,1002.0,628.0,0.595,1,0
37.0,1004.0,310.0,0.317,1,0
46.3,1002.0,293.0,0.04,0,0
79.6,993.0,310.0,0.119,0,1
83.3,991.0,328.0,0.119,0,1
64.8,997.0,545.0,0.0,0,1
55.6,1000.0,879.0,0.0,0,0
55.6,1000.0,1164.0,0.04,0,0
55.6,1000.0,696.0,0.079,0,0
46.3,1002.0,360.0,0.198,0,0
61.1,999.0,737.0,0.117,1,0
83.3,991.0,790.0,0.235,1,1
92.6,988.0,606.0,0.313,1,1
157.4,959.0,438.0,0.235,1,2
222.2,922.0,166.0,0.117,1,2
194.5,938.0,67.0,0.039,1,2
27.8,1006.0,156.0,0.583,1,0
46.3,1002.0,123.0,0.505,0,0
64.8,997.0,53.0,0.972,0,1
55.6,982.0,0.0,0.0,0,0
55.6,982.0,0.0,0.039,0,0
46.3,990.0,0.0,0.039,0,0
55.6,988.0,45.0,0.93,0,0
55.6,986.0,0.0,0.31,0,0
55.6,986.0,0.0,0.077,0,0
46.3,990.0,0.0,0.039,0,0
46.3,992.0,70.0,0.658,0,0
46.3,992.0,0.0,0.0,0,0
46.3,990.0,106.0,0.774,0,0
46.3,988.0,0.0,0.077,0,0
46.3,990.0,0.0,0.039,0,0
46.3,992.0,56.0,0.85,0,0
46.3,992.0,0.0,0.039,0,0
46.3,994.0,0.0,0.0,0,0
46.3,994.0,0.0,0.0,0,0
46.3,992.0,123.0,0.695,0,0
46.3,992.0,15.0,0.656,0,0
46.3,1002.0,289.0,0.308,0,0
55.6,1000.0,372.0,0.231,0,0
79.6,993.0,403.0,0.193,0,1
46.3,996.0,0.0,0.077,0,0
92.6,987.0,319.0,0.27,0,1
46.3,996.0,0.0,0.039,0,0
101.9,984.0,250.0,0.231,0,1
46.3,996.0,0.0,0.039,0,0
55.6,1000.0,281.0,0.308,0,0
46.3,996.0,0.0,0.0,0,0
55.6,1000.0,393.0,0.308,0,0
46.3,1002.0,387.0,0.347,0,0
64.8,997.0,187.0,0.462,0,1
64.8,997.0,113.0,0.501,0,1
46.3,1002.0,0.0,0.116,0,0
27.8,1006.0,99.0,0.077,1,0
51.9,1001.0,21.0,0.614,1,0
101.9,984.0,30.0,0.422,1,1
92.6,987.0,15.0,0.461,1,1
33.3,1005.0,991.0,0.0,1,0
55.6,1000.0,1296.0,0.0,1,0
64.8,997.0,1396.0,0.0,1,1
98.2,986.0,1027.0,0.077,1,1
153.7,961.0,418.0,0.077,1,2
250.0,904.0,156.0,0.115,1,2
250.0,904.0,39.0,0.191,1,2
175.9,949.0,31.0,0.038,1,2
166.7,954.0,573.0,0.115,1,2
166.7,954.0,497.0,0.115,1,2
120.4,976.0,195.0,0.229,1,2
101.9,984.0,24.0,0.0,1,1
46.3,1002.0,90.0,0.076,1,0
37.0,1004.0,306.0,0.038,1,0
37.0,1004.0,667.0,0.268,1,0
27.8,1006.0,593.0,0.268,1,0
46.3,998.0,412.0,0.451,1,0
79.6,991.0,316.0,0.226,1,1
120.4,976.0,0.0,0.226,1,2
83.3,989.0,0.0,0.113,1,1
27.8,1006.0,293.0,0.113,1,0
64.8,997.0,588.0,0.188,1,1
107.4,980.0,695.0,0.263,1,1
200.0,943.0,557.0,0.263,1,2
268.5,914.0,509.0,0.15,1,2
250.0,904.0,352.0,0.038,1,2
166.7,956.0,22.0,0.0,1,2
101.9,982.0,73.0,0.0,1,1
27.8,1006.0,0.0,0.038,1,0
51.9,1000.0,540.0,0.599,1,0
55.6,995.0,455.0,0.674,1,0
55.6,1000.0,63.0,0.412,1,0
37.0,1007.0,0.0,0.0,1,0
46.3,1004.0,0.0,0.037,1,0
88.9,987.0,106.0,0.0,1,1
92.6,985.0,56.0,0.037,1,1
46.3,1005.0,0.0,0.0,1,0
51.9,1000.0,340.0,0.262,1,0
83.3,989.0,98.0,0.487,1,1
83.3,989.0,10.0,0.487,1,1
37.0,1007.0,0.0,0.0,1,0
64.8,997.0,865.0,0.185,1,1
74.1,993.0,878.0,0.296,1,1
74.1,993.0,918.0,0.222,1,1
55.6,1000.0,941.0,0.333,1,0
51.9,1002.0,560.0,0.037,1,0
101.9,982.0,688.0,0.185,1,1
200.0,943.0,668.0,0.295,1,2
213.0,937.0,638.0,0.295,1,2
259.3,918.0,475.0,0.369,1,2
259.3,918.0,383.0,0.554,1,2
111.1,978.0,0.0,0.111,1,1
37.0,1007.0,741.0,0.363,1,0
46.3,1004.0,724.0,0.472,1,0
92.6,986.0,554.0,0.508,1,1
138.9,967.0,514.0,0.508,1,2
138.9,967.0,520.0,0.544,1,2
129.6,970.0,511.0,0.617,1,2
194.5,945.0,224.0,0.218,1,2
213.0,937.0,64.0,0.109,1,2
129.6,970.0,0.0,0.073,1,2
46.3,1004.0,0.0,0.0,1,0
46.3,1000.0,767.0,0.181,1,0
46.3,996.0,440.0,0.217,1,0
46.3,992.0,35.0,0.47,1,0
46.3,990.0,0.0,0.036,1,0
37.0,992.0,0.0,0.036,1,0
46.3,988.0,0.0,0.683,0,0
46.3,990.0,0.0,0.18,0,0
55.6,1000.0,160.0,0.609,0,0
83.3,989.0,0.0,0.644,0,1
83.3,989.0,0.0,0.609,0,1
55.6,1000.0,0.0,0.0,0,0
46.3,996.0,0.0,0.0,0,0
46.3,1004.0,723.0,0.071,1,0
55.6,1000.0,277.0,0.036,1,0
55.6,1000.0,219.0,0.036,1,0
55.6,1000.0,46.0,0.0,1,0
46.3,1003.0,165.0,0.071,1,0
46.3,1004.0,318.0,0.357,1,0
61.1,998.0,257.0,0.285,1,0
83.3,989.0,70.0,0.392,1,1
64.8,996.0,0.0,0.25,1,1
33.3,1009.0,801.0,0.285,1,0
37.0,1007.0,785.0,0.32,1,0
61.1,1000.0,532.0,0.676,1,0
83.3,989.0,349.0,0.463,1,1
83.3,989.0,253.0,0.285,1,1
64.8,996.0,0.0,0.391,1,1
42.6,1006.0,10.0,0.178,1,0
74.1,993.0,33.0,0.178,1,1
92.6,985.0,54.0,0.32,1,1
92.6,985.0,15.0,0.32,1,1
37.0,1005.0,0.0,0.0,1,0
55.6,1006.0,491.0,0.036,1,0
55.6,1000.0,527.0,0.036,1,0
64.8,996.0,702.0,0.071,1,1
64.8,996.0,428.0,0.142,1,1
46.3,1004.0,158.0,0.32,1,0
46.3,1004.0,0.0,0.0,1,0
37.0,1007.0,156.0,0.0,1,0
55.6,1000.0,754.0,0.316,1,0
79.6,991.0,315.0,0.281,1,1
92.6,985.0,165.0,0.491,1,1
92.6,985.0,122.0,0.771,1,1
74.1,993.0,0.0,0.105,1,1
46.3,1004.0,429.0,0.454,1,0
61.1,995.0,389.0,0.524,1,0
98.2,984.0,151.0,0.664,1,1
120.4,974.0,0.0,0.419,1,2
55.6,1000.0,0.0,0.0,1,0
46.3,998.0,149.0,0.035,1,0
46.3,998.0,0.0,0.105,1,0
46.3,996.0,46.0,0.174,1,0
55.6,988.0,70.0,0.765,0,0
55.6,992.0,0.0,0.035,0,0
33.3,1009.0,214.0,0.588,0,0
51.9,997.0,112.0,0.83,0,0
74.1,993.0,0.0,0.208,0,1
55.6,1000.0,0.0,0.104,0,0
55.6,990.0,0.0,0.0,0,0
64.8,996.0,427.0,0.138,1,1
92.6,985.0,178.0,0.069,1,1
92.6,985.0,74.0,0.0,1,1
46.3,1004.0,347.0,0.034,1,0
83.3,989.0,381.0,0.206,1,1
83.3,989.0,389.0,0.309,1,1
74.1,993.0,222.0,0.377,1,1
55.6,1000.0,74.0,0.206,1,0
46.3,1007.0,0.0,0.069,1,0
27.8,1010.0,429.0,0.034,1,0
27.8,1010.0,415.0,0.0,1,0
33.3,1009.0,762.0,0.27,1,0
27.8,1010.0,406.0,0.034,1,0
70.4,995.0,697.0,0.473,1,1
42.6,1006.0,194.0,0.034,1,0
116.7,976.0,196.0,0.405,1,1
70.4,995.0,110.0,0.0,1,1
120.4,974.0,183.0,0.54,1,2
83.3,989.0,87.0,0.034,1,1
101.9,982.0,68.0,0.642,1,1
101.9,982.0,99.0,0.068,1,1
92.6,985.0,0.0,0.405,1,1
83.3,989.0,78.0,0.101,1,1
42.6,1005.0,873.0,0.169,1,0
74.1,993.0,720.0,0.202,1,1
153.7,962.0,454.0,0.067,1,2
231.5,929.0,282.0,0.034,1,2
222.2,933.0,197.0,0.135,1,2
166.7,956.0,0.0,0.067,1,2
83.3,989.0,145.0,0.0,1,1
64.8,996.0,170.0,0.0,1,1
55.6,1000.0,0.0,0.0,1,0
46.3,998.0,185.0,0.4,1,0
46.3,998.0,10.0,0.934,1,0
46.3,1002.0,421.0,0.467,1,0
46.3,998.0,314.0,0.4,1,0
55.6,996.0,128.0,0.6,1,0
46.3,998.0,0.0,0.133,1,0
42.6,1006.0,230.0,0.167,1,0
79.6,991.0,293.0,0.233,1,1
148.2,963.0,143.0,0.167,1,2
250.0,922.0,15.0,0.067,1,2
101.9,982.0,0.0,0.0,1,1
55.6,1000.0,0.0,0.0,1,0
33.3,1005.0,126.0,0.0,1,0
37.0,1004.0,78.0,0.0,1,0
46.3,1004.0,264.0,0.033,1,0
55.6,1000.0,448.0,0.0,1,0
74.1,993.0,777.0,0.166,1,1
101.9,982.0,587.0,0.233,1,1
101.9,982.0,523.0,0.366,1,1
83.3,989.0,341.0,0.565,1,1
55.6,1000.0,0.0,0.199,1,0
46.3,1000.0,184.0,0.431,1,0
37.0,1000.0,0.0,0.464,1,0
46.3,1002.0,84.0,0.132,0,0
46.3,1004.0,271.0,0.163,1,0
55.6,1000.0,115.0,0.0,1,0
64.8,996.0,73.0,0.0,1,1
55.6,1000.0,10.0,0.163,1,0
55.6,984.0,0.0,0.228,1,0
64.8,978.0,0.0,0.13,1,1
46.3,984.0,0.0,0.13,1,0
46.3,986.0,0.0,0.065,1,0
46.3,987.0,0.0,0.0,1,0
37.0,990.0,0.0,0.0,1,0
37.0,991.0,0.0,0.0,1,0
37.0,990.0,0.0,0.0,0,0
37.0,992.0,0.0,0.0,0,0
7.4,998.0,15.0,0.549,0,0
7.4,1000.0,0.0,0.129,0,0
27.8,1010.0,511.0,0.516,1,0
61.1,998.0,203.0,0.58,1,0
64.8,996.0,174.0,0.58,1,1
5.6,1004.0,0.0,0.161,1,0
46.3,1004.0,807.0,0.0,1,0
46.3,1004.0,652.0,0.129,1,0
46.3,1002.0,471.0,0.129,1,0
61.1,997.0,119.0,0.032,1,0
88.9,987.0,0.0,0.032,1,1
101.9,982.0,0.0,0.064,1,1
74.1,993.0,24.0,0.097,1,1
46.3,1004.0,64.0,0.0,1,0
46.3,1004.0,1045.0,0.064,1,0
51.9,1002.0,604.0,0.097,1,0
64.8,996.0,498.0,0.129,1,1
64.8,996.0,391.0,0.097,1,1
46.3,1004.0,292.0,0.032,1,0
46.3,1004.0,365.0,0.064,1,0
55.6,1000.0,146.0,0.0,1,0
55.6,1000.0,110.0,0.0,1,0
55.6,1000.0,267.0,0.096,1,0
64.8,996.0,517.0,0.096,1,1
55.6,1000.0,670.0,0.225,1,0
46.3,1004.0,727.0,0.161,1,0
46.3,1004.0,416.0,0.096,1,0
55.6,1001.0,741.0,0.128,1,0
92.6,985.0,764.0,0.224,1,1
116.7,976.0,609.0,0.481,1,1
148.2,963.0,338.0,0.577,1,2
166.7,956.0,214.0,0.545,1,2
120.4,974.0,10.0,0.352,1,2
55.6,1002.0,30.0,0.469,1,0
55.6,1002.0,22.0,0.344,1,0
46.3,1004.0,923.0,0.219,1,0
55.6,1000.0,667.0,0.031,1,0
64.8,996.0,280.0,0.031,1,1
64.8,996.0,221.0,0.0,1,1
46.3,1004.0,0.0,0.0,1,0
42.6,1006.0,557.0,0.25,1,0
55.6,1000.0,350.0,0.343,1,0
74.1,993.0,125.0,0.25,1,1
92.6,985.0,223.0,0.437,1,1
92.6,985.0,207.0,0.437,1,1
64.8,996.0,0.0,0.0,1,1
42.6,1006.0,543.0,0.498,1,0
64.8,996.0,500.0,0.498,1,1
64.8,996.0,489.0,0.467,1,1
55.6,1000.0,440.0,0.654,1,0
46.3,1004.0,328.0,0.374,1,0
46.3,1004.0,307.0,0.311,1,0
46.3,1004.0,147.0,0.498,1,0
46.3,1004.0,0.0,0.187,1,0
61.1,998.0,815.0,0.031,1,0
64.8,996.0,761.0,0.062,1,1
64.8,996.0,420.0,0.155,1,1
37.0,1007.0,59.0,0.0,1,0
42.6,1006.0,233.0,0.0,1,0
70.4,995.0,440.0,0.031,1,1
83.3,989.0,605.0,0.061,1,1
83.3,989.0,714.0,0.246,1,1
83.3,989.0,658.0,0.399,1,1
83.3,989.0,480.0,0.583,1,1
83.3,989.0,384.0,0.276,1,1
83.3,989.0,147.0,0.429,1,1
46.3,996.0,78.0,0.429,1,0
37.0,994.0,0.0,0.398,1,0
37.0,990.0,0.0,0.061,1,0
46.3,990.0,70.0,0.671,0,0
37.0,992.0,0.0,0.0,0,0
37.0,992.0,0.0,0.03,0,0
46.3,990.0,0.0,0.426,0,0
37.0,990.0,0.0,0.091,0,0
37.0,994.0,0.0,0.0,0,0
37.0,998.0,0.0,0.03,0,0
46.3,1004.0,229.0,0.03,1,0
61.1,998.0,333.0,0.03,1,0
111.1,978.0,334.0,0.121,1,1
246.3,924.0,558.0,0.606,1,2
259.3,918.0,383.0,0.242,1,2
259.3,918.0,247.0,0.394,1,2
138.9,967.0,0.0,0.121,1,2
55.6,1000.0,0.0,0.0,1,0
37.0,1007.0,913.0,0.0,1,0
46.3,1004.0,890.0,0.0,1,0
55.6,1000.0,336.0,0.0,1,0
55.6,1000.0,31.0,0.0,1,0
64.8,996.0,204.0,0.03,1,1
55.6,1000.0,235.0,0.181,1,0
46.3,1004.0,1276.0,0.0,1,0
55.6,1000.0,67.0,0.0,1,0
46.3,1004.0,617.0,0.03,1,0
55.6,1000.0,21.0,0.0,1,0
79.6,991.0,335.0,0.151,1,1
46.3,1004.0,283.0,0.03,1,0
83.3,989.0,296.0,0.121,1,1
46.3,1004.0,446.0,0.03,1,0
74.1,993.0,133.0,0.06,1,1
46.3,1004.0,684.0,0.302,1,0
64.8,996.0,0.0,0.091,1,1
46.3,1004.0,660.0,0.423,1,0
46.3,1004.0,0.0,0.0,1,0
55.6,1000.0,593.0,0.363,1,0
55.6,1000.0,523.0,0.363,1,0
64.8,996.0,165.0,0.302,1,1
55.6,1000.0,148.0,0.453,1,0
37.0,1007.0,0.0,0.0,1,0
37.0,1007.0,413.0,0.091,1,0
55.6,1000.0,467.0,0.574,1,0
37.0,1007.0,890.0,0.242,1,0
83.3,989.0,270.0,0.483,1,1
27.8,1010.0,167.0,0.0,1,0
37.0,1007.0,586.0,0.121,1,0
116.7,976.0,186.0,0.362,1,1
37.0,1007.0,92.0,0.03,1,0
37.0,1007.0,163.0,0.0,1,0
129.6,970.0,132.0,0.332,1,2
33.3,1007.0,24.0,0.0,1,0
111.1,978.0,24.0,0.332,1,1
46.3,1004.0,127.0,0.0,1,0
37.0,1007.0,0.0,0.121,1,0
70.4,995.0,306.0,0.03,1,1
107.4,980.0,515.0,0.091,1,1
138.9,967.0,521.0,0.242,1,2
138.9,967.0,559.0,0.332,1,2
129.6,970.0,605.0,0.483,1,2
74.1,993.0,159.0,0.423,1,1
37.0,1007.0,0.0,0.06,1,0
51.9,1002.0,281.0,0.422,1,0
88.9,987.0,355.0,0.452,1,1
116.7,976.0,474.0,0.452,1,1
120.4,974.0,483.0,0.543,1,2
125.9,972.0,343.0,0.573,1,2
157.4,959.0,332.0,0.482,1,2
92.6,985.0,312.0,0.422,1,1
55.6,1000.0,196.0,0.422,1,0
33.3,1009.0,381.0,0.12,0,0
51.9,1001.0,281.0,0.271,0,0
74.1,993.0,150.0,0.361,0,1
74.1,993.0,119.0,0.361,0,1
64.8,996.0,49.0,0.301,0,1
46.3,1004.0,0.0,0.06,0,0
46.3,1004.0,89.0,0.06,0,0
46.3,1004.0,400.0,0.387,1,0
46.3,1000.0,241.0,0.208,1,0
46.3,1000.0,355.0,0.268,1,0
46.3,1004.0,699.0,0.149,1,0
61.1,998.0,478.0,0.119,1,0
98.2,984.0,590.0,0.416,1,1
101.9,982.0,593.0,0.386,1,1
101.9,982.0,618.0,0.208,1,1
46.3,1004.0,489.0,0.119,1,0
37.0,1007.0,400.0,0.059,1,0
46.3,988.0,0.0,0.385,0,0
37.0,990.0,0.0,0.0,0,0
37.0,992.0,0.0,0.03,0,0
55.6,990.0,0.0,0.355,0,0
55.6,990.0,0.0,0.237,0,0
55.6,990.0,0.0,0.0,0,0
46.3,992.0,0.0,0.0,0,0
46.3,994.0,0.0,0.0,0,0
46.3,1004.0,317.0,0.059,1,0
61.1,998.0,444.0,0.059,1,0
98.2,984.0,568.0,0.353,1,1
116.7,976.0,588.0,0.618,1,1
166.7,956.0,354.0,0.559,1,2
213.0,937.0,239.0,0.471,1,2
213.0,937.0,107.0,0.441,1,2
101.9,982.0,0.0,0.059,1,1
46.3,1000.0,0.0,0.0,1,0
33.3,1009.0,799.0,0.118,1,0
51.9,1002.0,838.0,0.088,1,0
70.4,995.0,754.0,0.059,1,1
111.1,978.0,694.0,0.088,1,1
172.2,954.0,585.0,0.059,1,2
213.0,937.0,489.0,0.088,1,2
194.5,944.0,431.0,0.117,1,2
111.1,978.0,488.0,0.176,1,1
55.6,1000.0,437.0,0.117,1,0
37.0,1007.0,391.0,0.029,1,0
61.1,998.0,618.0,0.528,1,0
64.8,996.0,608.0,0.528,1,1
46.3,1004.0,638.0,0.528,1,0
37.0,1007.0,451.0,0.704,1,0
37.0,1007.0,228.0,0.293,1,0
51.9,1002.0,534.0,0.202,1,0
74.1,993.0,535.0,0.202,1,1
92.6,985.0,472.0,0.202,1,1
101.9,982.0,314.0,0.058,1,1
101.9,982.0,253.0,0.087,1,1
83.3,989.0,178.0,0.087,1,1
64.8,996.0,84.0,0.115,1,1
46.3,990.0,172.0,0.404,1,0
46.3,992.0,0.0,0.259,1,0
46.3,990.0,323.0,0.288,1,0
55.6,988.0,38.0,0.144,1,0
55.6,990.0,0.0,0.0,1,0
46.3,996.0,0.0,0.0,0,0
46.3,995.0,0.0,0.0,0,0
46.3,998.0,0.0,0.0,0,0
37.0,994.0,15.0,0.374,0,0
46.3,994.0,10.0,0.345,0,0
46.3,994.0,0.0,0.0,0,0
61.1,996.0,108.0,0.546,0,0
55.6,994.0,0.0,0.0,0,0
79.6,991.0,51.0,0.431,0,1
46.3,996.0,0.0,0.0,0,0
83.3,989.0,42.0,0.402,0,1
46.3,998.0,0.0,0.0,0,0
55.6,1000.0,0.0,0.23,0,0
37.0,994.0,0.0,0.086,0,0
37.0,996.0,0.0,0.029,0,0
46.3,998.0,0.0,0.0,0,0
46.3,998.0,0.0,0.057,0,0
55.6,998.0,0.0,0.057,0,0
55.6,996.0,0.0,0.0,0,0
46.3,998.0,0.0,0.0,0,0
55.6,1000.0,368.0,0.114,1,0
55.6,1000.0,349.0,0.086,1,0
64.8,996.0,396.0,0.2,1,1
55.6,1000.0,430.0,0.143,1,0
46.3,1004.0,439.0,0.229,1,0
37.0,1004.0,461.0,0.286,1,0
51.9,1002.0,1073.0,0.086,1,0
83.3,989.0,1008.0,0.143,1,1
166.7,956.0,704.0,0.143,1,2
240.8,926.0,642.0,0.114,1,2
213.0,937.0,563.0,0.171,1,2
222.2,933.0,114.0,0.0,1,2
203.7,941.0,109.0,0.057,1,2
138.9,967.0,15.0,0.0,1,2
46.3,1003.0,0.0,0.0,1,0
51.9,1002.0,817.0,0.143,1,0
74.1,993.0,826.0,0.143,1,1
92.6,986.0,640.0,0.114,1,1
181.5,950.0,239.0,0.0,1,2
203.7,941.0,44.0,0.029,1,2
55.6,1000.0,163.0,0.513,1,0
129.6,970.0,44.0,0.143,1,2
55.6,999.0,90.0,0.428,1,0
55.6,1000.0,64.0,0.0,1,0
55.6,1000.0,0.0,0.171,1,0
70.4,995.0,108.0,0.478,1,1
83.3,989.0,108.0,0.534,1,1
92.6,985.0,105.0,0.365,1,1
107.4,980.0,124.0,0.59,1,1
111.1,978.0,84.0,0.449,1,1
37.0,996.0,0.0,0.028,1,0
61.1,997.0,253.0,0.084,1,0
74.1,993.0,362.0,0.056,1,1
46.3,1004.0,415.0,0.14,1,0
46.3,996.0,332.0,0.168,1,0
46.3,996.0,0.0,0.307,0,0
55.6,994.0,0.0,0.14,0,0
55.6,994.0,0.0,0.056,0,0
46.3,996.0,0.0,0.0,0,0
37.0,996.0,67.0,0.391,0,0
46.3,994.0,0.0,0.307,0,0
46.3,994.0,0.0,0.0,0,0
46.3,994.0,0.0,0.0,0,0
46.3,994.0,0.0,0.0,0,0
46.3,1003.0,673.0,0.333,1,0
46.3,1004.0,499.0,0.333,1,0
55.6,1000.0,156.0,0.167,1,0
61.1,998.0,246.0,0.139,1,0
74.1,993.0,342.0,0.305,1,1
64.8,996.0,487.0,0.472,1,1
46.3,1004.0,308.0,0.472,1,0
46.3,1005.0,163.0,0.444,1,0
37.0,1007.0,106.0,0.527,1,0
46.3,1004.0,752.0,0.305,1,0
46.3,1004.0,646.0,0.388,1,0
46.3,1002.0,290.0,0.499,1,0
46.3,1000.0,192.0,0.36,1,0
46.3,1000.0,138.0,0.638,1,0
70.4,995.0,493.0,0.083,1,1
83.3,989.0,380.0,0.277,1,1
74.1,993.0,180.0,0.415,1,1
37.0,1007.0,0.0,0.277,1,0
55.6,1000.0,458.0,0.028,1,0
79.6,995.0,633.0,0.221,1,1
83.3,997.0,623.0,0.277,1,1
101.9,982.0,655.0,0.277,1,1
135.2,969.0,503.0,0.553,1,2
157.4,959.0,184.0,0.47,1,2
148.2,963.0,152.0,0.553,1,2
55.6,1005.0,0.0,0.028,1,0
46.3,1004.0,231.0,0.138,1,0
51.9,1002.0,764.0,0.166,1,0
55.6,1000.0,814.0,0.193,1,0
64.8,996.0,519.0,0.028,1,1
64.8,996.0,437.0,0.0,1,1
46.3,1004.0,47.0,0.111,1,0
51.9,1003.0,816.0,0.329,1,0
88.9,991.0,317.0,0.274,1,1
92.6,985.0,235.0,0.274,1,1
55.6,1000.0,0.0,0.0,1,0
64.8,996.0,586.0,0.382,1,1
88.9,989.0,327.0,0.328,1,1
138.9,967.0,85.0,0.491,1,2
148.2,963.0,30.0,0.437,1,2
51.9,988.0,0.0,0.436,1,0
55.6,988.0,0.0,0.327,1,0
46.3,992.0,91.0,0.435,0,0
46.3,994.0,0.0,0.272,0,0
46.3,993.0,0.0,0.0,0,0
37.0,995.0,0.0,0.0,0,0
55.6,1000.0,409.0,0.0,0,0
88.9,987.0,180.0,0.109,0,1
157.4,960.0,148.0,0.027,0,2
185.2,948.0,39.0,0.054,0,2
64.8,996.0,0.0,0.0,0,1
55.6,996.0,0.0,0.189,1,0
55.6,998.0,0.0,0.081,1,0
46.3,999.0,323.0,0.351,1,0
27.8,1010.0,99.0,0.027,1,0
46.3,1004.0,11.0,0.0,1,0
37.0,1007.0,0.0,0.0,1,0
46.3,1005.0,201.0,0.108,1,0
46.3,1004.0,192.0,0.027,1,0
37.0,1007.0,0.0,0.054,1,0
46.3,1004.0,193.0,0.404,1,0
46.3,1004.0,77.0,0.35,1,0
46.3,1004.0,98.0,0.485,1,0
55.6,1000.0,78.0,0.135,1,0
79.6,991.0,155.0,0.027,1,1
116.7,982.0,217.0,0.0,1,1
153.7,973.0,479.0,0.0,1,2
185.2,948.0,553.0,0.027,1,2
166.7,956.0,615.0,0.027,1,2
138.9,967.0,570.0,0.135,1,2
92.6,985.0,245.0,0.215,1,1
46.3,1004.0,745.0,0.108,1,0
51.9,1003.0,608.0,0.511,1,0
83.3,989.0,269.0,0.404,1,1
64.8,996.0,140.0,0.457,1,1
46.3,1009.0,119.0,0.7,1,0
46.3,1006.0,375.0,0.134,0,0
46.3,1006.0,306.0,0.0,0,0
42.6,1006.0,89.0,0.053,1,0
70.4,1002.0,117.0,0.053,1,1
92.6,985.0,99.0,0.053,1,1
120.4,974.0,80.0,0.027,1,2
111.1,978.0,70.0,0.053,1,1
74.1,993.0,0.0,0.0,1,1
61.1,1001.0,542.0,0.08,1,0
98.2,987.0,273.0,0.053,1,1
144.5,970.0,132.0,0.08,1,2
153.7,964.0,201.0,0.027,1,2
185.2,948.0,67.0,0.133,1,2
157.4,963.0,0.0,0.08,1,2
64.8,996.0,0.0,0.0,1,1
61.1,998.0,238.0,0.266,1,0
83.3,989.0,33.0,0.106,1,1
55.6,1000.0,0.0,0.027,1,0
46.3,990.0,30.0,0.345,1,0
55.6,988.0,22.0,0.503,0,0
46.3,992.0,0.0,0.265,0,0
37.0,993.0,0.0,0.0,0,0
46.3,992.0,15.0,0.449,0,0
