sid,name,time,latitude,longitude,wind_kt,pressure_hpa,dist2land_km
1980284N09092,UNNAMED,1980-10-10 06:00:00,8.8,92.3,25,,480
1980284N09092,UNNAMED,1980-10-10 09:00:00,8.8,92.6,25,,459
1980284N09092,UNNAMED,1980-10-10 12:00:00,8.9,92.8,25,,454
1980284N09092,UNNAMED,1980-10-10 15:00:00,9.0,93.0,25,,451
1980284N09092,UNNAMED,1980-10-10 18:00:00,9.1,93.2,25,,449
1980284N09092,UNNAMED,1980-10-10 21:00:00,9.3,93.4,23,,459
1980284N09092,UNNAMED,1980-10-11 00:00:00,9.4,93.5,20,,465
1980284N09092,UNNAMED,1980-10-11 03:00:00,9.5,93.5,20,,475
1980284N09092,UNNAMED,1980-10-11 06:00:00,9.6,93.3,20,,494
1980284N09092,UNNAMED,1980-10-11 09:00:00,9.7,93.1,23,,514
1980284N09092,UNNAMED,1980-10-11 12:00:00,9.7,92.9,25,,524
1980284N09092,UNNAMED,1980-10-11 15:00:00,9.7,92.7,25,,535
1980284N09092,UNNAMED,1980-10-11 18:00:00,9.7,92.5,25,,547
1980284N09092,UNNAMED,1980-10-11 21:00:00,9.7,92.3,25,,559
1980284N09092,UNNAMED,1980-10-12 00:00:00,9.8,92.1,25,,581
1980284N09092,UNNAMED,1980-10-12 03:00:00,9.9,91.9,25,,603
1980284N09092,UNNAMED,1980-10-12 06:00:00,10.1,91.8,25,,628
1980284N09092,UNNAMED,1980-10-12 09:00:00,10.4,91.7,25,,661
1980284N09092,UNNAMED,1980-10-12 12:00:00,10.7,91.7,25,,641
1980284N09092,UNNAMED,1980-10-12 15:00:00,10.9,91.8,25,,616
1980284N09092,UNNAMED,1980-10-12 18:00:00,11.0,92.0,25,,596
1980284N09092,UNNAMED,1980-10-12 21:00:00,11.1,92.2,25,,577
1980284N09092,UNNAMED,1980-10-13 00:00:00,11.2,92.4,25,,558
1980284N09092,UNNAMED,1980-10-13 03:00:00,11.3,92.7,25,,536
1980284N09092,UNNAMED,1980-10-13 06:00:00,11.3,93.0,25,,526
1980284N09092,UNNAMED,1980-10-13 09:00:00,11.4,93.3,25,,506
1980284N09092,UNNAMED,1980-10-13 12:00:00,11.4,93.5,25,,502
1980284N09092,UNNAMED,1980-10-13 15:00:00,11.3,93.7,25,,509
1980284N09092,UNNAMED,1980-10-13 18:00:00,11.1,93.9,25,,505
1980284N09092,UNNAMED,1980-10-13 21:00:00,11.0,94.0,25,,493
1980284N09092,UNNAMED,1980-10-14 00:00:00,10.9,94.0,25,,493
1980284N09092,UNNAMED,1980-10-14 03:00:00,10.7,94.0,25,,492
1980284N09092,UNNAMED,1980-10-14 06:00:00,10.6,93.9,25,,503
1980284N09092,UNNAMED,1980-10-14 09:00:00,10.5,93.8,25,,514
1980284N09092,UNNAMED,1980-10-14 12:00:00,10.4,93.6,25,,536
1980284N09092,UNNAMED,1980-10-14 15:00:00,10.2,93.2,25,,560
1980284N09092,UNNAMED,1980-10-14 18:00:00,10.1,92.7,25,,574
1980284N09092,UNNAMED,1980-10-14 21:00:00,10.0,92.1,25,,599
1980284N09092,UNNAMED,1980-10-15 00:00:00,9.9,91.5,25,,631
1980284N09092,UNNAMED,1980-10-15 03:00:00,9.8,90.9,25,,668
1980284N09092,UNNAMED,1980-10-15 06:00:00,9.8,90.2,25,,724
1980284N09092,UNNAMED,1980-10-15 09:00:00,10.0,89.6,25,,790
1980284N09092,UNNAMED,1980-10-15 12:00:00,10.1,88.9,25,,829
1980284N09092,UNNAMED,1980-10-15 15:00:00,10.0,88.3,25,,763
1980284N09092,UNNAMED,1980-10-15 18:00:00,9.7,87.6,25,,680
1980284N09092,UNNAMED,1980-10-15 21:00:00,9.3,86.8,28,,582
1980284N09092,UNNAMED,1980-10-16 00:00:00,8.9,86.1,30,,495
1980284N09092,UNNAMED,1980-10-16 03:00:00,8.7,85.5,30,,425
1980284N09092,UNNAMED,1980-10-16 06:00:00,8.7,84.9,30,,363
1980284N09092,UNNAMED,1980-10-16 09:00:00,8.6,84.3,33,,297
1980284N09092,UNNAMED,1980-10-16 12:00:00,8.6,83.8,35,,247
1980284N09092,UNNAMED,1980-10-16 15:00:00,8.5,83.3,35,,193
1980284N09092,UNNAMED,1980-10-16 18:00:00,8.5,82.9,35,,153
1980284N09092,UNNAMED,1980-10-16 21:00:00,8.4,82.5,35,,108
1980284N09092,UNNAMED,1980-10-17 00:00:00,8.4,82.1,35,,71
1980284N09092,UNNAMED,1980-10-17 03:00:00,8.3,81.7,33,,31
1980284N09092,UNNAMED,1980-10-17 06:00:00,8.3,81.3,30,,0
1980284N09092,UNNAMED,1980-10-17 09:00:00,8.3,80.9,28,,0
1980284N09092,UNNAMED,1980-10-17 12:00:00,8.2,80.5,25,,0
1980284N09092,UNNAMED,1980-10-17 15:00:00,8.1,80.0,25,,0
1980284N09092,UNNAMED,1980-10-17 18:00:00,8.0,79.3,25,,44
1980284N09092,UNNAMED,1980-10-17 21:00:00,7.9,78.4,25,,65
1980284N09092,UNNAMED,1980-10-18 00:00:00,7.8,77.5,25,,33
1980284N09092,UNNAMED,1980-10-18 03:00:00,7.7,76.8,25,,71
1980284N09092,UNNAMED,1980-10-18 06:00:00,7.6,76.2,25,,125
1980284N09092,UNNAMED,1980-10-18 09:00:00,7.6,75.6,25,,172
1980284N09092,UNNAMED,1980-10-18 12:00:00,7.7,75.0,25,,212
1980284N09092,UNNAMED,1980-10-18 15:00:00,7.7,74.5,25,,258
1980284N09092,UNNAMED,1980-10-18 18:00:00,7.8,74.1,25,,291
1980284N09092,UNNAMED,1980-10-18 21:00:00,7.9,73.7,25,,328
1980284N09092,UNNAMED,1980-10-19 00:00:00,8.0,73.2,25,,375
1980284N09092,UNNAMED,1980-10-19 03:00:00,8.1,72.7,25,,421
1980284N09092,UNNAMED,1980-10-19 06:00:00,8.3,72.2,25,,467
1980284N09092,UNNAMED,1980-10-19 09:00:00,8.6,71.7,25,,513
1980284N09092,UNNAMED,1980-10-19 12:00:00,8.9,71.1,25,,567
1980284N09092,UNNAMED,1980-10-19 15:00:00,9.2,70.5,25,,602
1980284N09092,UNNAMED,1980-10-19 18:00:00,9.6,70.0,25,,628
1980284N09092,UNNAMED,1980-10-19 21:00:00,10.0,69.5,25,,657
1980284N09092,UNNAMED,1980-10-20 00:00:00,10.5,69.1,25,,672
1980317N11075,UNNAMED,1980-11-12 06:00:00,11.3,74.3,20,,125
1980317N11075,UNNAMED,1980-11-12 09:00:00,11.4,74.0,23,,147
1980317N11075,UNNAMED,1980-11-12 12:00:00,11.4,73.7,25,,176
1980317N11075,UNNAMED,1980-11-12 14:00:00,11.4,73.5,25,,195
1980317N11075,UNNAMED,1980-11-12 15:00:00,11.4,73.4,25,,205
1980317N11075,UNNAMED,1980-11-12 18:00:00,11.4,73.2,25,,225
1980317N11075,UNNAMED,1980-11-12 21:00:00,11.5,72.9,25,,249
1980317N11075,UNNAMED,1980-11-13 00:00:00,11.5,72.7,25,,269
1980317N11075,UNNAMED,1980-11-13 02:00:00,11.6,72.5,25,,283
1980317N11075,UNNAMED,1980-11-13 03:00:00,11.6,72.4,25,,293
1980317N11075,UNNAMED,1980-11-13 06:00:00,11.7,72.2,25,,308
1980317N11075,UNNAMED,1980-11-13 09:00:00,11.8,71.9,25,,334
1980317N11075,UNNAMED,1980-11-13 12:00:00,11.9,71.7,25,,351
1980317N11075,UNNAMED,1980-11-13 14:00:00,12.0,71.6,25,,359
1980317N11075,UNNAMED,1980-11-13 15:00:00,12.0,71.5,25,,369
1980317N11075,UNNAMED,1980-11-13 18:00:00,12.1,71.4,25,,377
1980317N11075,UNNAMED,1980-11-13 21:00:00,12.2,71.3,25,,386
1980317N11075,UNNAMED,1980-11-14 00:00:00,12.3,71.2,25,,394
1980317N11075,UNNAMED,1980-11-14 02:00:00,12.4,71.1,25,,403
1980317N11075,UNNAMED,1980-11-14 03:00:00,12.4,71.1,25,,403
1980317N11075,UNNAMED,1980-11-14 06:00:00,12.5,70.9,25,,421
1980317N11075,UNNAMED,1980-11-14 09:00:00,12.7,70.8,25,,427
1980317N11075,UNNAMED,1980-11-14 12:00:00,12.8,70.6,25,,439
1980317N11075,UNNAMED,1980-11-14 14:00:00,12.9,70.5,25,,441
1980317N11075,UNNAMED,1980-11-14 15:00:00,12.9,70.5,25,,441
1980317N11075,UNNAMED,1980-11-14 18:00:00,13.1,70.3,25,,448
1980317N11075,UNNAMED,1980-11-14 21:00:00,13.2,70.2,28,,452
1980317N11075,UNNAMED,1980-11-15 00:00:00,13.4,70.0,30,,461
1980317N11075,UNNAMED,1980-11-15 02:00:00,13.5,69.9,30,,466
1980317N11075,UNNAMED,1980-11-15 03:00:00,13.5,69.9,30,,466
1980317N11075,UNNAMED,1980-11-15 06:00:00,13.7,69.8,30,,468
1980317N11075,UNNAMED,1980-11-15 09:00:00,13.8,69.7,30,,475
1980317N11075,UNNAMED,1980-11-15 12:00:00,14.0,69.6,30,,475
1980317N11075,UNNAMED,1980-11-15 14:00:00,14.1,69.5,30,,481
1980317N11075,UNNAMED,1980-11-15 15:00:00,14.2,69.4,30,,488
1980317N11075,UNNAMED,1980-11-15 18:00:00,14.3,69.2,30,,503
1980317N11075,UNNAMED,1980-11-15 21:00:00,14.5,69.0,30,,512
1980317N11075,UNNAMED,1980-11-16 00:00:00,14.6,68.8,30,,527
1980317N11075,UNNAMED,1980-11-16 02:00:00,14.7,68.7,30,,532
1980317N11075,UNNAMED,1980-11-16 03:00:00,14.7,68.6,30,,542
1980317N11075,UNNAMED,1980-11-16 06:00:00,14.8,68.5,30,,548
1980317N11075,UNNAMED,1980-11-16 09:00:00,14.9,68.3,30,,564
1980317N11075,UNNAMED,1980-11-16 12:00:00,15.0,68.1,30,,581
1980317N11075,UNNAMED,1980-11-16 14:00:00,15.0,68.0,30,,591
1980317N11075,UNNAMED,1980-11-16 15:00:00,15.0,67.9,30,,601
1980317N11075,UNNAMED,1980-11-16 18:00:00,15.1,67.7,30,,619
1980317N11075,UNNAMED,1980-11-16 21:00:00,15.2,67.5,33,,637
1980317N11075,UNNAMED,1980-11-17 00:00:00,15.3,67.3,35,,655
1980317N11075,UNNAMED,1980-11-17 02:00:00,15.4,67.1,35,,674
1980317N11075,UNNAMED,1980-11-17 03:00:00,15.5,67.1,35,,672
1980317N11075,UNNAMED,1980-11-17 06:00:00,15.8,66.9,35,,685
1980317N11075,UNNAMED,1980-11-17 09:00:00,16.2,66.8,35,,654
1980317N11075,UNNAMED,1980-11-17 12:00:00,16.7,66.8,35,,608
1980317N11075,UNNAMED,1980-11-17 14:00:00,16.9,66.9,35,,584
1980317N11075,UNNAMED,1980-11-17 15:00:00,16.9,66.9,35,,584
1980317N11075,UNNAMED,1980-11-17 18:00:00,17.2,67.2,35,,538
1980317N11075,UNNAMED,1980-11-17 21:00:00,17.4,67.5,35,,501
1980317N11075,UNNAMED,1980-11-18 00:00:00,17.7,67.7,35,,461
1980317N11075,UNNAMED,1980-11-18 02:00:00,18.0,67.8,35,,428
1980317N11075,UNNAMED,1980-11-18 03:00:00,18.1,67.9,35,,413
1980317N11075,UNNAMED,1980-11-18 06:00:00,18.6,68.0,35,,362
1980317N11075,UNNAMED,1980-11-18 09:00:00,18.9,68.2,33,,322
1980317N11075,UNNAMED,1980-11-18 12:00:00,19.1,68.5,30,,285
1980317N11075,UNNAMED,1980-11-18 14:00:00,19.2,68.7,28,,263
1980317N11075,UNNAMED,1980-11-18 15:00:00,19.3,68.8,28,,248
1980317N11075,UNNAMED,1980-11-18 18:00:00,19.4,69.1,25,,222
1980317N11075,UNNAMED,1980-11-18 21:00:00,19.6,69.4,23,,185
1980317N11075,UNNAMED,1980-11-19 00:00:00,19.8,69.7,20,,148
1980317N11075,UNNAMED,1980-11-19 02:00:00,19.9,69.9,20,,128
1980317N11075,UNNAMED,1980-11-19 03:00:00,20.0,70.0,20,,113
1980317N11075,UNNAMED,1980-11-19 06:00:00,20.2,70.4,20,,69
1980345N09092,UNNAMED,1980-12-12 00:00:00,10.0,91.9,25,,612
1980345N09092,UNNAMED,1980-12-12 02:00:00,10.1,91.8,25,,628
1980345N09092,UNNAMED,1980-12-12 03:00:00,10.3,91.8,25,,646
1980345N09092,UNNAMED,1980-12-12 06:00:00,10.4,91.9,25,,649
1980345N09092,UNNAMED,1980-12-12 09:00:00,10.6,92.0,25,,637
1980345N09092,UNNAMED,1980-12-12 12:00:00,10.7,92.1,25,,622
1980345N09092,UNNAMED,1980-12-12 14:00:00,10.8,92.2,25,,608
1980345N09092,UNNAMED,1980-12-12 15:00:00,10.8,92.3,25,,604
1980345N09092,UNNAMED,1980-12-12 18:00:00,10.9,92.5,25,,585
1980345N09092,UNNAMED,1980-12-12 21:00:00,10.9,92.8,25,,575
1980345N09092,UNNAMED,1980-12-13 00:00:00,11.0,93.1,25,,555
1980345N09092,UNNAMED,1980-12-13 02:00:00,11.0,93.2,25,,552
1980345N09092,UNNAMED,1980-12-13 03:00:00,11.0,93.2,25,,552
1980345N09092,UNNAMED,1980-12-13 06:00:00,11.1,93.3,25,,539
1980345N09092,UNNAMED,1980-12-13 09:00:00,11.1,93.4,25,,537
1980345N09092,UNNAMED,1980-12-13 12:00:00,11.1,93.5,25,,535
1980345N09092,UNNAMED,1980-12-13 14:00:00,11.1,93.6,25,,533
1980345N09092,UNNAMED,1980-12-13 15:00:00,11.0,93.6,25,,537
1980345N09092,UNNAMED,1980-12-13 18:00:00,10.9,93.7,25,,525
1980345N09092,UNNAMED,1980-12-13 21:00:00,10.6,93.8,25,,514
1980345N09092,UNNAMED,1980-12-14 00:00:00,10.4,93.8,25,,514
1980345N09092,UNNAMED,1980-12-14 02:00:00,10.3,93.8,25,,514
1980345N09092,UNNAMED,1980-12-14 03:00:00,10.3,93.7,25,,525
1980345N09092,UNNAMED,1980-12-14 06:00:00,10.1,93.6,25,,533
1980345N09092,UNNAMED,1980-12-14 09:00:00,10.1,93.3,25,,545
1980345N09092,UNNAMED,1980-12-14 12:00:00,10.0,92.9,25,,554
1980345N09092,UNNAMED,1980-12-14 14:00:00,9.9,92.7,25,,555
1980345N09092,UNNAMED,1980-12-14 15:00:00,9.9,92.6,25,,560
1980345N09092,UNNAMED,1980-12-14 18:00:00,9.7,92.3,25,,559
1980345N09092,UNNAMED,1980-12-14 21:00:00,9.6,91.9,25,,577
1980345N09092,UNNAMED,1980-12-15 00:00:00,9.4,91.5,25,,589
1980345N09092,UNNAMED,1980-12-15 02:00:00,9.3,91.2,25,,605
1980345N09092,UNNAMED,1980-12-15 03:00:00,9.3,91.0,25,,621
1980345N09092,UNNAMED,1980-12-15 06:00:00,9.2,90.5,25,,657
1980345N09092,UNNAMED,1980-12-15 09:00:00,9.1,89.9,25,,704
1980345N09092,UNNAMED,1980-12-15 12:00:00,9.1,89.4,25,,750
1980345N09092,UNNAMED,1980-12-15 14:00:00,9.1,89.0,27,,788
1980345N09092,UNNAMED,1980-12-15 15:00:00,9.0,88.8,28,,786
1980345N09092,UNNAMED,1980-12-15 18:00:00,8.9,88.2,30,,719
1980345N09092,UNNAMED,1980-12-15 21:00:00,8.8,87.7,30,,663
1980345N09092,UNNAMED,1980-12-16 00:00:00,8.7,87.1,30,,596
1980345N09092,UNNAMED,1980-12-16 02:00:00,8.6,86.7,32,,551
1980345N09092,UNNAMED,1980-12-16 03:00:00,8.6,86.5,33,,529
1980345N09092,UNNAMED,1980-12-16 06:00:00,8.5,85.9,35,,462
1980345N09092,UNNAMED,1980-12-16 09:00:00,8.5,85.3,35,,398
1980345N09092,UNNAMED,1980-12-16 12:00:00,8.5,84.6,35,,324
1980345N09092,UNNAMED,1980-12-16 14:00:00,8.5,84.2,35,,283
1980345N09092,UNNAMED,1980-12-16 15:00:00,8.5,84.0,35,,262
1980345N09092,UNNAMED,1980-12-16 18:00:00,8.5,83.4,35,,203
1980345N09092,UNNAMED,1980-12-16 21:00:00,8.5,82.8,35,,143
1980345N09092,UNNAMED,1980-12-17 00:00:00,8.5,82.2,35,,86
1980345N09092,UNNAMED,1980-12-17 02:00:00,8.5,81.8,33,,45
1980345N09092,UNNAMED,1980-12-17 03:00:00,8.5,81.7,33,,34
1980345N09092,UNNAMED,1980-12-17 06:00:00,8.4,81.1,30,,0
1980345N09092,UNNAMED,1980-12-17 09:00:00,8.4,80.7,28,,0
1980345N09092,UNNAMED,1980-12-17 12:00:00,8.3,80.3,25,,0
1981283N07132,FABIAN,1981-10-10 00:00:00,7.3,132.4,15,,640
1981283N07132,FABIAN,1981-10-10 03:00:00,7.6,132.0,15,,595
1981283N07132,FABIAN,1981-10-10 06:00:00,8.0,131.6,15,,552
1981283N07132,FABIAN,1981-10-10 09:00:00,8.3,131.2,15,,511
1981283N07132,FABIAN,1981-10-10 12:00:00,8.6,130.8,15,,473
1981283N07132,FABIAN,1981-10-10 15:00:00,8.9,130.4,15,,439
1981283N07132,FABIAN,1981-10-10 18:00:00,9.1,129.9,15,1004,395
1981283N07132,FABIAN,1981-10-10 21:00:00,9.2,129.5,15,,354
1981283N07132,FABIAN,1981-10-11 00:00:00,9.2,129.1,15,1004,311
1981283N07132,FABIAN,1981-10-11 03:00:00,9.4,128.6,18,,261
1981283N07132,FABIAN,1981-10-11 06:00:00,9.7,128.0,20,1004,205
1981283N07132,FABIAN,1981-10-11 09:00:00,9.9,127.4,20,,153
1981283N07132,FABIAN,1981-10-11 12:00:00,10.2,126.8,20,1004,117
1981283N07132,FABIAN,1981-10-11 15:00:00,10.4,126.1,20,,74
1981283N07132,FABIAN,1981-10-11 18:00:00,10.6,125.4,20,1004,21
1981283N07132,FABIAN,1981-10-11 21:00:00,10.8,124.7,20,,10
1981283N07132,FABIAN,1981-10-12 00:00:00,11.0,124.0,20,1006,0
1981283N07132,FABIAN,1981-10-12 03:00:00,11.1,123.3,20,,22
1981283N07132,FABIAN,1981-10-12 06:00:00,11.2,122.7,20,1004,0
1981283N07132,FABIAN,1981-10-12 09:00:00,11.2,122.0,23,,10
1981283N07132,FABIAN,1981-10-12 12:00:00,11.3,121.2,25,1004,86
1981283N07132,FABIAN,1981-10-12 15:00:00,11.4,120.4,25,,87
1981283N07132,FABIAN,1981-10-12 18:00:00,11.5,119.5,25,1004,22
1981283N07132,FABIAN,1981-10-12 21:00:00,11.6,118.7,28,,88
1981283N07132,FABIAN,1981-10-13 00:00:00,11.6,117.8,30,1004,180
1981283N07132,FABIAN,1981-10-13 03:00:00,11.6,116.7,30,,284
1981283N07132,FABIAN,1981-10-13 06:00:00,11.6,115.6,30,1000,360
1981283N07132,FABIAN,1981-10-13 09:00:00,11.6,114.7,33,,430
1981283N07132,FABIAN,1981-10-13 12:00:00,11.6,113.9,35,1000,491
1981283N07132,FABIAN,1981-10-13 15:00:00,11.6,113.1,38,,407
1981283N07132,FABIAN,1981-10-13 18:00:00,11.6,112.2,40,994,314
1981283N07132,FABIAN,1981-10-13 21:00:00,11.5,111.5,43,,243
1981283N07132,FABIAN,1981-10-14 00:00:00,11.5,110.8,45,994,169
1981283N07132,FABIAN,1981-10-14 03:00:00,11.5,110.2,40,,107
1981283N07132,FABIAN,1981-10-14 06:00:00,11.5,109.6,35,994,49
1981283N07132,FABIAN,1981-10-14 09:00:00,11.6,109.1,30,,0
1981283N07132,FABIAN,1981-10-14 12:00:00,11.7,108.4,25,996,0
1981298N07083,UNNAMED,1981-10-25 06:00:00,7.0,82.4,20,,55
1981298N07083,UNNAMED,1981-10-25 09:00:00,7.3,82.0,23,,22
1981298N07083,UNNAMED,1981-10-25 12:00:00,7.7,81.5,25,,0
1981298N07083,UNNAMED,1981-10-25 14:00:00,7.9,81.2,25,,0
1981298N07083,UNNAMED,1981-10-25 15:00:00,8.0,81.0,25,,0
1981298N07083,UNNAMED,1981-10-25 18:00:00,8.4,80.6,25,,0
1981298N07083,UNNAMED,1981-10-25 21:00:00,8.7,80.2,25,,0
1981298N07083,UNNAMED,1981-10-26 00:00:00,9.0,79.9,25,,11
1981298N07083,UNNAMED,1981-10-26 02:00:00,9.2,79.6,25,,47
1981298N07083,UNNAMED,1981-10-26 03:00:00,9.3,79.5,25,,54
1981298N07083,UNNAMED,1981-10-26 06:00:00,9.5,79.1,25,,21
1981298N07083,UNNAMED,1981-10-26 09:00:00,9.7,78.8,28,,0
1981298N07083,UNNAMED,1981-10-26 12:00:00,9.9,78.4,30,,0
1981298N07083,UNNAMED,1981-10-26 14:00:00,10.1,78.2,30,,0
1981298N07083,UNNAMED,1981-10-26 15:00:00,10.2,78.1,30,,0
1981298N07083,UNNAMED,1981-10-26 18:00:00,10.4,77.7,30,,0
1981298N07083,UNNAMED,1981-10-26 21:00:00,10.6,77.3,33,,0
1981298N07083,UNNAMED,1981-10-27 00:00:00,10.8,76.8,35,,0
1981298N07083,UNNAMED,1981-10-27 02:00:00,11.0,76.5,37,,0
1981298N07083,UNNAMED,1981-10-27 03:00:00,11.1,76.3,38,,0
1981298N07083,UNNAMED,1981-10-27 06:00:00,11.3,75.8,40,,0
1981298N07083,UNNAMED,1981-10-27 09:00:00,11.5,75.3,43,,31
1981298N07083,UNNAMED,1981-10-27 12:00:00,11.7,74.8,45,,55
1981298N07083,UNNAMED,1981-10-27 14:00:00,11.8,74.5,47,,79
1981298N07083,UNNAMED,1981-10-27 15:00:00,11.9,74.3,48,,93
1981298N07083,UNNAMED,1981-10-27 18:00:00,12.0,73.9,50,,127
1981298N07083,UNNAMED,1981-10-27 21:00:00,12.1,73.5,53,,161
1981298N07083,UNNAMED,1981-10-28 00:00:00,12.1,73.1,55,,200
1981298N07083,UNNAMED,1981-10-28 02:00:00,12.2,72.8,57,,227
1981298N07083,UNNAMED,1981-10-28 03:00:00,12.2,72.7,58,,237
1981298N07083,UNNAMED,1981-10-28 06:00:00,12.3,72.2,60,,287
1981298N07083,UNNAMED,1981-10-28 09:00:00,12.4,71.8,60,,328
1981298N07083,UNNAMED,1981-10-28 12:00:00,12.4,71.4,60,,371
1981298N07083,UNNAMED,1981-10-28 14:00:00,12.5,71.2,60,,390
1981298N07083,UNNAMED,1981-10-28 15:00:00,12.5,71.1,60,,400
1981298N07083,UNNAMED,1981-10-28 18:00:00,12.6,70.7,60,,440
1981298N07083,UNNAMED,1981-10-28 21:00:00,12.7,70.4,60,,463
1981298N07083,UNNAMED,1981-10-29 00:00:00,12.7,70.1,60,,490
1981298N07083,UNNAMED,1981-10-29 02:00:00,12.8,69.9,60,,502
1981298N07083,UNNAMED,1981-10-29 03:00:00,12.8,69.8,60,,512
1981298N07083,UNNAMED,1981-10-29 06:00:00,12.9,69.4,60,,544
1981298N07083,UNNAMED,1981-10-29 09:00:00,13.0,69.1,55,,568
1981298N07083,UNNAMED,1981-10-29 12:00:00,13.0,68.7,50,,608
1981298N07083,UNNAMED,1981-10-29 14:00:00,13.0,68.5,48,,628
1981298N07083,UNNAMED,1981-10-29 15:00:00,13.0,68.4,48,,638
1981298N07083,UNNAMED,1981-10-29 18:00:00,12.9,67.9,45,,692
1981298N07083,UNNAMED,1981-10-29 21:00:00,12.8,67.5,43,,737
1981298N07083,UNNAMED,1981-10-30 00:00:00,12.9,67.1,40,,773
1981298N07083,UNNAMED,1981-10-30 02:00:00,13.0,66.9,40,,788
1981298N07083,UNNAMED,1981-10-30 03:00:00,13.1,66.8,40,,794
1981298N07083,UNNAMED,1981-10-30 06:00:00,13.4,66.7,40,,789
1981298N07083,UNNAMED,1981-10-30 09:00:00,13.8,66.7,43,,770
1981298N07083,UNNAMED,1981-10-30 12:00:00,14.2,66.8,45,,743
1981298N07083,UNNAMED,1981-10-30 14:00:00,14.4,66.9,47,,725
1981298N07083,UNNAMED,1981-10-30 15:00:00,14.5,66.9,48,,721
1981298N07083,UNNAMED,1981-10-30 18:00:00,14.9,67.1,50,,687
1981298N07083,UNNAMED,1981-10-30 21:00:00,15.2,67.2,53,,668
1981298N07083,UNNAMED,1981-10-31 00:00:00,15.5,67.3,55,,651
1981298N07083,UNNAMED,1981-10-31 02:00:00,15.8,67.4,57,,635
1981298N07083,UNNAMED,1981-10-31 03:00:00,15.9,67.4,58,,633
1981298N07083,UNNAMED,1981-10-31 06:00:00,16.4,67.3,60,,605
1981298N07083,UNNAMED,1981-10-31 09:00:00,16.8,67.2,60,,575
1981298N07083,UNNAMED,1981-10-31 12:00:00,17.3,67.2,60,,529
1981298N07083,UNNAMED,1981-10-31 14:00:00,17.6,67.2,60,,502
1981298N07083,UNNAMED,1981-10-31 15:00:00,17.8,67.2,60,,484
1981298N07083,UNNAMED,1981-10-31 18:00:00,18.2,67.4,60,,437
1981298N07083,UNNAMED,1981-10-31 21:00:00,18.7,67.6,60,,382
1981298N07083,UNNAMED,1981-11-01 00:00:00,19.1,67.8,60,,335
1981298N07083,UNNAMED,1981-11-01 02:00:00,19.4,67.9,58,,305
1981298N07083,UNNAMED,1981-11-01 03:00:00,19.6,68.0,58,,282
1981298N07083,UNNAMED,1981-11-01 06:00:00,20.0,68.2,55,,236
1981298N07083,UNNAMED,1981-11-01 09:00:00,20.4,68.4,53,,190
1981298N07083,UNNAMED,1981-11-01 12:00:00,20.8,68.6,50,,144
1981298N07083,UNNAMED,1981-11-01 14:00:00,21.1,68.8,48,,106
1981298N07083,UNNAMED,1981-11-01 15:00:00,21.2,68.9,48,,91
1981298N07083,UNNAMED,1981-11-01 18:00:00,21.6,69.2,45,,38
1981298N07083,UNNAMED,1981-11-01 21:00:00,22.0,69.5,40,,0
1981298N07083,UNNAMED,1981-11-02 00:00:00,22.4,69.9,35,,0
1981321N13092,UNNAMED,1981-11-17 06:00:00,12.7,91.2,25,,489
1981321N13092,UNNAMED,1981-11-17 09:00:00,12.9,90.9,28,,496
1981321N13092,UNNAMED,1981-11-17 12:00:00,13.1,90.5,30,,513
1981321N13092,UNNAMED,1981-11-17 14:00:00,13.2,90.4,33,,515
1981321N13092,UNNAMED,1981-11-17 15:00:00,13.3,90.3,35,,517
1981321N13092,UNNAMED,1981-11-17 18:00:00,13.4,90.2,40,,519
1981321N13092,UNNAMED,1981-11-17 21:00:00,13.5,90.1,43,,522
1981321N13092,UNNAMED,1981-11-18 00:00:00,13.7,90.1,45,,510
1981321N13092,UNNAMED,1981-11-18 02:00:00,13.8,90.1,48,,504
1981321N13092,UNNAMED,1981-11-18 03:00:00,13.9,90.1,50,,499
1981321N13092,UNNAMED,1981-11-18 06:00:00,14.1,90.1,55,,489
1981321N13092,UNNAMED,1981-11-18 09:00:00,14.4,90.1,55,,475
1981321N13092,UNNAMED,1981-11-18 12:00:00,14.7,90.1,55,,463
1981321N13092,UNNAMED,1981-11-18 14:00:00,14.9,90.1,57,,456
1981321N13092,UNNAMED,1981-11-18 15:00:00,15.0,90.1,58,,453
1981321N13092,UNNAMED,1981-11-18 18:00:00,15.3,90.2,60,,435
1981321N13092,UNNAMED,1981-11-18 21:00:00,15.6,90.2,63,,430
1981321N13092,UNNAMED,1981-11-19 00:00:00,16.0,90.3,65,,417
1981321N13092,UNNAMED,1981-11-19 02:00:00,16.2,90.4,67,,406
1981321N13092,UNNAMED,1981-11-19 03:00:00,16.3,90.4,68,,407
1981321N13092,UNNAMED,1981-11-19 06:00:00,16.7,90.5,70,,402
1981321N13092,UNNAMED,1981-11-19 09:00:00,17.1,90.6,73,,390
1981321N13092,UNNAMED,1981-11-19 12:00:00,17.5,90.7,75,,358
1981321N13092,UNNAMED,1981-11-19 14:00:00,17.8,90.8,75,,334
1981321N13092,UNNAMED,1981-11-19 15:00:00,17.9,90.8,75,,329
1981321N13092,UNNAMED,1981-11-19 18:00:00,18.4,91.0,75,,275
1981321N13092,UNNAMED,1981-11-19 21:00:00,18.8,91.1,70,,237
1981321N13092,UNNAMED,1981-11-20 00:00:00,19.2,91.2,65,,199
